cover,title,author,publisher,isbn,timestamp,activity,library,details
https://img2.od-cdn.com/ImageType-100/0354-1/{A99CA90A-0792-4728-BAAD-6464155BE083}Img100.jpg,The Purpose Driven Life,Rick Warren,Zondervan,"","October 20, 2021 23:31",Borrowed,LION: Libraries Online, 14 days 
https://img1.od-cdn.com/ImageType-100/0293-1/{340916CF-1567-4E7E-978B-C9A6B1A586E5}IMG100.JPG,What If?,Randall Munroe,HarperCollins,9780544272644,"October 20, 2021 23:31",Returned,LION: Libraries Online, 5 days  early
https://img2.od-cdn.com/ImageType-100/1523-1/{686EC108-2981-4B12-B214-D2971C5AF8A8}IMG100.JPG,Think Again,Adam Grant,Penguin Publishing Group,9781984878113,"October 17, 2021 14:42",Hold expired,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/2390-1/{F92FD8D8-1734-4349-A8AA-367D5C9EAEF7}IMG100.JPG,Fly Away,Kristin Hannah,St. Martin's Publishing Group,9781250031808,"October 16, 2021 18:43",Hold expired,LION: Libraries Online
https://img2.od-cdn.com/ImageType-100/0354-1/{A99CA90A-0792-4728-BAAD-6464155BE083}Img100.jpg,The Purpose Driven Life,Rick Warren,Zondervan,"","October 16, 2021 01:54",Placed on hold,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/0439-1/{77CB649A-401D-4D26-8050-FEB8A8EEAEFF}IMG100.JPG,The Library Book,Susan Orlean,Simon & Schuster,9781476740201,"October 12, 2021 23:27",Borrowed,LION: Libraries Online, 14 days 
https://img1.od-cdn.com/ImageType-100/0111-1/{1ECF9434-5B4B-4A09-914B-EA5FD2477B07}Img100.jpg,Quiet,Susan Cain,Crown,9780307452207,"October 12, 2021 23:24",Borrowed,LION: Libraries Online, 14 days 
https://img3.od-cdn.com/ImageType-100/0111-1/{C7DCCD27-B4B8-41D9-81DE-9C5E1068D442}IMG100.JPG,Killers of the Flower Moon,David Grann,Knopf Doubleday Publishing Group,9780385534253,"October 12, 2021 23:22",Borrowed,LION: Libraries Online, 14 days 
https://img1.od-cdn.com/ImageType-100/0293-1/{340916CF-1567-4E7E-978B-C9A6B1A586E5}IMG100.JPG,What If?,Randall Munroe,HarperCollins,9780544272644,"October 11, 2021 23:41",Borrowed,LION: Libraries Online, 14 days 
https://img1.od-cdn.com/ImageType-100/0439-1/{4D0E4657-6E48-4418-8A10-058A66C7E144}IMG100.JPG,Why We Sleep,Matthew Walker,Scribner,9781501144332,"October 11, 2021 01:35",Returned,LION: Libraries Online, 9 days  early
https://img2.od-cdn.com/ImageType-100/0439-1/{002DC1FA-260B-4229-AE54-FD5D84CB49DA}IMG100.JPG,In Five Years,Rebecca Serle,Atria Books,9781982137465,"October 09, 2021 02:21",Hold expired,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/0739-1/{6C61B030-1129-41DE-B2DD-BA0AC154670C}IMG100.JPG,The Power of Now,Eckhart Tolle,New World Library,9781577313113,"October 08, 2021 22:54",Returned,LION: Libraries Online,on due date
https://img1.od-cdn.com/ImageType-100/0439-1/{4D0E4657-6E48-4418-8A10-058A66C7E144}IMG100.JPG,Why We Sleep,Matthew Walker,Scribner,9781501144332,"October 06, 2021 11:40",Renewed,LION: Libraries Online, 14 days 
https://img1.od-cdn.com/ImageType-100/0439-1/{D9486412-213D-427F-9F62-7F5AC4B93EB5}IMG100.JPG,The Paris Library,Janet Skeslien Charles,Atria Books,9781982134211,"October 05, 2021 23:16",Returned,LION: Libraries Online,on due date
https://img3.od-cdn.com/ImageType-100/1493-1/{AAB73065-3FD7-4519-ABEE-6162C71AE8B8}Img100.jpg,American Dirt,Jeanine Cummins,Macmillan Audio,9781250260604,"October 01, 2021 20:19",Returned,LION: Libraries Online,on due date
https://img1.od-cdn.com/ImageType-100/0739-1/{6C61B030-1129-41DE-B2DD-BA0AC154670C}IMG100.JPG,The Power of Now,Eckhart Tolle,New World Library,9781577313113,"September 24, 2021 22:54",Borrowed,LION: Libraries Online, 14 days 
https://img1.od-cdn.com/ImageType-100/0439-1/{4D0E4657-6E48-4418-8A10-058A66C7E144}IMG100.JPG,Why We Sleep,Matthew Walker,Scribner,9781501144332,"September 24, 2021 22:53",Borrowed,LION: Libraries Online, 14 days 
https://img2.od-cdn.com/ImageType-100/1523-1/{686EC108-2981-4B12-B214-D2971C5AF8A8}IMG100.JPG,Think Again,Adam Grant,Penguin Publishing Group,9781984878113,"September 21, 2021 23:19",Placed on hold,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/2390-1/{F92FD8D8-1734-4349-A8AA-367D5C9EAEF7}IMG100.JPG,Fly Away,Kristin Hannah,St. Martin's Publishing Group,9781250031808,"September 21, 2021 23:17",Placed on hold,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/0439-1/{D9486412-213D-427F-9F62-7F5AC4B93EB5}IMG100.JPG,The Paris Library,Janet Skeslien Charles,Atria Books,9781982134211,"September 21, 2021 23:16",Borrowed,LION: Libraries Online, 14 days 
https://img2.od-cdn.com/ImageType-100/0439-1/{002DC1FA-260B-4229-AE54-FD5D84CB49DA}IMG100.JPG,In Five Years,Rebecca Serle,Atria Books,9781982137465,"September 21, 2021 23:12",Placed on hold,LION: Libraries Online
https://img2.od-cdn.com/ImageType-100/1523-1/{D29CC053-29CE-4E90-9596-61DA1F2F555D}IMG100.JPG,Atomic Habits,James Clear,Penguin Publishing Group,9780735211308,"September 21, 2021 23:12",Placed on hold,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/0111-1/{A1B37708-ED1F-4385-B78E-280558CED369}IMG100.JPG,Home Again,Kristin Hannah,Random House Publishing Group,9780345490926,"September 20, 2021 02:41",Returned,LION: Libraries Online, 3 days  early
https://img3.od-cdn.com/ImageType-100/1493-1/{AAB73065-3FD7-4519-ABEE-6162C71AE8B8}Img100.jpg,American Dirt,Jeanine Cummins,Macmillan Audio,9781250260604,"September 17, 2021 20:19",Borrowed,LION: Libraries Online, 14 days 
https://img3.od-cdn.com/ImageType-100/0293-1/{807484E0-6F0D-42A6-B976-0546AFED02DD}IMG100.JPG,Sapiens,Yuval Noah Harari,HarperCollins,9780062796233,"September 15, 2021 04:13",Returned,LION: Libraries Online,on due date
https://img3.od-cdn.com/ImageType-100/0017-1/{FECFA153-1149-4A99-9CAE-C11A8D92FCD4}Img100.jpg,The Last Days of John Lennon,"James Patterson, Casey Sherman, Dave Wedge","Little, Brown and Company",9780316429078,"September 12, 2021 20:57",Returned,LION: Libraries Online, 11 days  early
https://img3.od-cdn.com/ImageType-100/0111-1/{94E4A71D-20D5-47C0-B3B9-69960143117A}IMG100.JPG,The Book of Lost Friends,Lisa Wingate,Random House Publishing Group,9781984819895,"September 10, 2021 22:01",Hold expired,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/0017-1/{FECFA153-1149-4A99-9CAE-C11A8D92FCD4}Img100.jpg,The Last Days of John Lennon,"James Patterson, Casey Sherman, Dave Wedge","Little, Brown and Company",9780316429078,"September 09, 2021 22:56",Borrowed,LION: Libraries Online, 14 days 
https://img1.od-cdn.com/ImageType-100/0111-1/{A1B37708-ED1F-4385-B78E-280558CED369}IMG100.JPG,Home Again,Kristin Hannah,Random House Publishing Group,9780345490926,"September 09, 2021 22:35",Borrowed,LION: Libraries Online, 14 days 
https://img3.od-cdn.com/ImageType-100/0017-1/{FECFA153-1149-4A99-9CAE-C11A8D92FCD4}Img100.jpg,The Last Days of John Lennon,"James Patterson, Casey Sherman, Dave Wedge","Little, Brown and Company",9780316429078,"September 09, 2021 17:47",Returned,LION: Libraries Online,on due date
https://img3.od-cdn.com/ImageType-100/0293-1/{807484E0-6F0D-42A6-B976-0546AFED02DD}IMG100.JPG,Sapiens,Yuval Noah Harari,HarperCollins,9780062796233,"September 01, 2021 04:13",Borrowed,LION: Libraries Online, 14 days 
https://img3.od-cdn.com/ImageType-100/0017-1/{155A9522-A6FC-4609-8ACA-2BB3BC64F065}Img100.jpg,Golden Girl,Elin Hilderbrand,"Little, Brown and Company",9780316256667,"August 31, 2021 23:45",Returned,LION: Libraries Online, 13 days  early
https://img3.od-cdn.com/ImageType-100/0017-1/{155A9522-A6FC-4609-8ACA-2BB3BC64F065}Img100.jpg,Golden Girl,Elin Hilderbrand,"Little, Brown and Company",9780316256667,"August 31, 2021 02:23",Borrowed,LION: Libraries Online, 14 days 
https://img3.od-cdn.com/ImageType-100/0017-1/{155A9522-A6FC-4609-8ACA-2BB3BC64F065}Img100.jpg,Golden Girl,Elin Hilderbrand,"Little, Brown and Company",9780316256667,"August 30, 2021 00:35",Placed on hold,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/2390-1/{5C3A8240-D236-4BFE-A479-C02D2C0AFA85}IMG100.JPG,The Reckoning,"Mary L. Trump, PhD",St. Martin's Publishing Group,9781250278463,"August 29, 2021 23:58",Placed on hold,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/0017-1/{BF669915-912E-4361-B69E-2A40E948A87C}IMG100.JPG,Blind Tiger,Sandra Brown,Grand Central Publishing,9781538751985,"August 29, 2021 23:54",Placed on hold,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/0111-1/{A1B37708-ED1F-4385-B78E-280558CED369}IMG100.JPG,Home Again,Kristin Hannah,Random House Publishing Group,9780345490926,"August 29, 2021 23:05",Placed on hold,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/2390-1/{2C17DF69-3100-429D-A1F4-D07B2450F9ED}IMG100.JPG,True Colors,Kristin Hannah,St. Martin's Publishing Group,9781429991216,"August 29, 2021 23:04",Returned,LION: Libraries Online, 2 days  early
https://img3.od-cdn.com/ImageType-100/0017-1/{FECFA153-1149-4A99-9CAE-C11A8D92FCD4}Img100.jpg,The Last Days of John Lennon,"James Patterson, Casey Sherman, Dave Wedge","Little, Brown and Company",9780316429078,"August 26, 2021 17:47",Borrowed,LION: Libraries Online, 14 days 
https://img3.od-cdn.com/ImageType-100/0293-1/{807484E0-6F0D-42A6-B976-0546AFED02DD}IMG100.JPG,Sapiens,Yuval Noah Harari,HarperCollins,9780062796233,"August 24, 2021 01:58",Returned,LION: Libraries Online,on due date
https://img2.od-cdn.com/ImageType-100/1523-1/{D29CC053-29CE-4E90-9596-61DA1F2F555D}IMG100.JPG,Atomic Habits,James Clear,Penguin Publishing Group,9780735211308,"August 22, 2021 12:48",Hold expired,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/0293-1/{807484E0-6F0D-42A6-B976-0546AFED02DD}IMG100.JPG,Sapiens,Yuval Noah Harari,HarperCollins,9780062796233,"August 21, 2021 18:56",Placed on hold,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/0017-1/{8B5E8E7C-3ABE-453A-84FD-ADCA819AB756}Img100.jpg,28 Summers,Elin Hilderbrand,"Little, Brown and Company",9780316420051,"August 20, 2021 23:32",Returned,LION: Libraries Online,on due date
https://img1.od-cdn.com/ImageType-100/2390-1/{2C17DF69-3100-429D-A1F4-D07B2450F9ED}IMG100.JPG,True Colors,Kristin Hannah,St. Martin's Publishing Group,9781429991216,"August 18, 2021 14:23",Borrowed,LION: Libraries Online, 14 days 
https://img3.od-cdn.com/ImageType-100/0111-1/{F1B147F1-B42A-4D34-A4CF-2976B7D065AD}Img100.jpg,Finding Ashley,Danielle Steel,Random House Publishing Group,9781984821478,"August 17, 2021 23:26",Returned,LION: Libraries Online,on due date
https://img3.od-cdn.com/ImageType-100/0293-1/{191E5528-576A-49E9-87B7-918420EDAE4A}Img100.jpg,The Man Who Loved China,Simon Winchester,HarperCollins,9780061795886,"August 15, 2021 01:59",Returned,LION: Libraries Online,on due date
https://img3.od-cdn.com/ImageType-100/0293-1/{807484E0-6F0D-42A6-B976-0546AFED02DD}IMG100.JPG,Sapiens,Yuval Noah Harari,HarperCollins,9780062796233,"August 10, 2021 01:58",Borrowed,LION: Libraries Online, 14 days 
https://img1.od-cdn.com/ImageType-100/0017-1/{8B5E8E7C-3ABE-453A-84FD-ADCA819AB756}Img100.jpg,28 Summers,Elin Hilderbrand,"Little, Brown and Company",9780316420051,"August 06, 2021 23:32",Borrowed,LION: Libraries Online, 14 days 
https://img2.od-cdn.com/ImageType-100/1523-1/{5B0A4926-72CB-4948-B6C6-6C865913EA2A}IMG100.JPG,The Light We Lost,Jill Santopolo,Penguin Publishing Group,9780735212770,"August 05, 2021 23:18",Returned,LION: Libraries Online,on due date
https://img1.od-cdn.com/ImageType-100/0017-1/{8B5E8E7C-3ABE-453A-84FD-ADCA819AB756}Img100.jpg,28 Summers,Elin Hilderbrand,"Little, Brown and Company",9780316420051,"August 05, 2021 22:58",Returned,LION: Libraries Online,on due date
https://img3.od-cdn.com/ImageType-100/0111-1/{F1B147F1-B42A-4D34-A4CF-2976B7D065AD}Img100.jpg,Finding Ashley,Danielle Steel,Random House Publishing Group,9781984821478,"August 03, 2021 23:26",Borrowed,LION: Libraries Online, 14 days 
https://img2.od-cdn.com/ImageType-100/1523-1/{D29CC053-29CE-4E90-9596-61DA1F2F555D}IMG100.JPG,Atomic Habits,James Clear,Penguin Publishing Group,9780735211308,"August 02, 2021 22:54",Placed on hold,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/0293-1/{191E5528-576A-49E9-87B7-918420EDAE4A}Img100.jpg,The Man Who Loved China,Simon Winchester,HarperCollins,9780061795886,"August 01, 2021 01:59",Borrowed,LION: Libraries Online, 14 days 
https://img1.od-cdn.com/ImageType-100/0111-1/{970FBEDB-7ED3-49D4-A8A6-7231FAFF8F97}Img100.jpg,The Beauty of Living Twice,Sharon Stone,Knopf Doubleday Publishing Group,9780525656777,"July 31, 2021 18:13",Returned,LION: Libraries Online, 5 days  early
https://img3.od-cdn.com/ImageType-100/0439-1/{9FB661C3-CD38-4136-9168-5B757A0484DC}IMG100.JPG,Infinite Country,Patricia Engel,Avid Reader Press / Simon & Schuster,9781982159481,"July 30, 2021 23:56",Returned,LION: Libraries Online, 3 days  early
https://img1.od-cdn.com/ImageType-100/0111-1/{970FBEDB-7ED3-49D4-A8A6-7231FAFF8F97}Img100.jpg,The Beauty of Living Twice,Sharon Stone,Knopf Doubleday Publishing Group,9780525656777,"July 22, 2021 23:20",Borrowed,LION: Libraries Online, 14 days 
https://img2.od-cdn.com/ImageType-100/1523-1/{5B0A4926-72CB-4948-B6C6-6C865913EA2A}IMG100.JPG,The Light We Lost,Jill Santopolo,Penguin Publishing Group,9780735212770,"July 22, 2021 23:18",Borrowed,LION: Libraries Online, 14 days 
https://img1.od-cdn.com/ImageType-100/0017-1/{8B5E8E7C-3ABE-453A-84FD-ADCA819AB756}Img100.jpg,28 Summers,Elin Hilderbrand,"Little, Brown and Company",9780316420051,"July 22, 2021 22:58",Borrowed,LION: Libraries Online, 14 days 
https://img3.od-cdn.com/ImageType-100/0111-1/{94E4A71D-20D5-47C0-B3B9-69960143117A}IMG100.JPG,The Book of Lost Friends,Lisa Wingate,Random House Publishing Group,9781984819895,"July 21, 2021 00:04",Placed on hold,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/0439-1/{E999F643-F60F-4B34-88AB-0889B3C64685}IMG100.JPG,That Summer,Jennifer Weiner,Atria Books,9781501133565,"July 20, 2021 23:52",Placed on hold,LION: Libraries Online
https://img2.od-cdn.com/ImageType-100/0439-1/{A8101F9E-F98D-4F66-9B02-B2606CF23669}IMG100.JPG,The Noel Letters,Richard Paul Evans,Gallery Books,9781982129613,"July 20, 2021 23:50",Returned,LION: Libraries Online, 13 days  early
https://img3.od-cdn.com/ImageType-100/0439-1/{9FB661C3-CD38-4136-9168-5B757A0484DC}IMG100.JPG,Infinite Country,Patricia Engel,Avid Reader Press / Simon & Schuster,9781982159481,"July 20, 2021 22:38",Borrowed,LION: Libraries Online, 14 days 
https://img2.od-cdn.com/ImageType-100/0439-1/{A8101F9E-F98D-4F66-9B02-B2606CF23669}IMG100.JPG,The Noel Letters,Richard Paul Evans,Gallery Books,9781982129613,"July 20, 2021 00:38",Borrowed,LION: Libraries Online, 14 days 
https://img1.od-cdn.com/ImageType-100/0293-1/{FF176213-2F63-463C-8220-CC51137D18E6}IMG100.JPG,YOU,"Mehmet C. Oz, M.D., Michael F. Roizen, M.D.",HarperCollins,9780062333452,"July 19, 2021 18:13",Returned,LION: Libraries Online,on due date
https://img1.od-cdn.com/ImageType-100/2363-1/{1F693182-EAA1-455F-8B00-36B66069A397}IMG100.JPG,"Clinton, Inc.",Daniel Halper,Broadside e-books,9780062311245,"July 19, 2021 18:10",Returned,LION: Libraries Online,on due date
https://img3.od-cdn.com/ImageType-100/0293-1/{1C870C95-2B20-41D7-A51C-FFE4AC1E97EA}IMG100.JPG,Serena,Ron Rash,HarperCollins,9780061981982,"July 19, 2021 18:09",Returned,LION: Libraries Online,on due date
https://img2.od-cdn.com/ImageType-100/0439-1/{A8101F9E-F98D-4F66-9B02-B2606CF23669}IMG100.JPG,The Noel Letters,Richard Paul Evans,Gallery Books,9781982129613,"July 19, 2021 18:07",Returned,LION: Libraries Online,on due date
https://img2.od-cdn.com/ImageType-100/0293-1/{B31930B3-8DC3-479D-8C32-2B0696408E6A}Img100.jpg,Frontier Follies,Ree Drummond,HarperCollins,9780062962829,"July 19, 2021 18:03",Returned,LION: Libraries Online,on due date
https://img2.od-cdn.com/ImageType-100/6578-1/{89CDADD6-BBA9-4099-8EC5-235B498FEBDF}Img100.jpg,The Art Spirit,Robert Henri,Author's Republic,9781982733476,"July 13, 2021 00:59",Returned,LION: Libraries Online,on due date
https://img1.od-cdn.com/ImageType-100/0044-1/{AB7F6EB4-2221-4A19-BB41-8F6968312806}Img100.jpg,"Machine, Platform, Crowd","Andrew McAfee, Erik Brynjolfsson",W. W. Norton & Company,9780393254303,"July 06, 2021 21:24",Returned,LION: Libraries Online,on due date
https://img1.od-cdn.com/ImageType-100/0017-1/{8B5E8E7C-3ABE-453A-84FD-ADCA819AB756}Img100.jpg,28 Summers,Elin Hilderbrand,"Little, Brown and Company",9780316420051,"July 06, 2021 21:15",Returned,LION: Libraries Online,on due date
https://img1.od-cdn.com/ImageType-100/0293-1/{FF176213-2F63-463C-8220-CC51137D18E6}IMG100.JPG,YOU,"Mehmet C. Oz, M.D., Michael F. Roizen, M.D.",HarperCollins,9780062333452,"July 05, 2021 18:13",Borrowed,LION: Libraries Online, 14 days 
https://img1.od-cdn.com/ImageType-100/2363-1/{1F693182-EAA1-455F-8B00-36B66069A397}IMG100.JPG,"Clinton, Inc.",Daniel Halper,Broadside e-books,9780062311245,"July 05, 2021 18:10",Borrowed,LION: Libraries Online, 14 days 
https://img3.od-cdn.com/ImageType-100/0293-1/{1C870C95-2B20-41D7-A51C-FFE4AC1E97EA}IMG100.JPG,Serena,Ron Rash,HarperCollins,9780061981982,"July 05, 2021 18:09",Borrowed,LION: Libraries Online, 14 days 
https://img2.od-cdn.com/ImageType-100/0439-1/{A8101F9E-F98D-4F66-9B02-B2606CF23669}IMG100.JPG,The Noel Letters,Richard Paul Evans,Gallery Books,9781982129613,"July 05, 2021 18:07",Borrowed,LION: Libraries Online, 14 days 
https://img2.od-cdn.com/ImageType-100/0293-1/{B31930B3-8DC3-479D-8C32-2B0696408E6A}Img100.jpg,Frontier Follies,Ree Drummond,HarperCollins,9780062962829,"July 05, 2021 18:03",Borrowed,LION: Libraries Online, 14 days 
https://img2.od-cdn.com/ImageType-100/2390-1/{C3FD967E-2001-4914-A8CF-3B4E97C1CDF7}IMG100.JPG,The Four Winds,Kristin Hannah,St. Martin's Publishing Group,9781250178626,"July 05, 2021 17:49",Returned,LION: Libraries Online, 13 days  early
https://img2.od-cdn.com/ImageType-100/2390-1/{C3FD967E-2001-4914-A8CF-3B4E97C1CDF7}IMG100.JPG,The Four Winds,Kristin Hannah,St. Martin's Publishing Group,9781250178626,"July 05, 2021 17:05",Borrowed,LION: Libraries Online, 14 days 
https://img3.od-cdn.com/ImageType-100/0111-1/{A3692B28-C028-49A8-87EB-46443C5A7F15}IMG100.JPG,Between Sisters,Kristin Hannah,Random House Publishing Group,9780345464248,"July 05, 2021 01:55",Returned,LION: Libraries Online, 1 day  early
https://img2.od-cdn.com/ImageType-100/6578-1/{89CDADD6-BBA9-4099-8EC5-235B498FEBDF}Img100.jpg,The Art Spirit,Robert Henri,Author's Republic,9781982733476,"June 29, 2021 00:59",Borrowed,LION: Libraries Online, 14 days 
https://img3.od-cdn.com/ImageType-100/0111-1/{A3692B28-C028-49A8-87EB-46443C5A7F15}IMG100.JPG,Between Sisters,Kristin Hannah,Random House Publishing Group,9780345464248,"June 23, 2021 01:13",Borrowed,LION: Libraries Online, 14 days 
https://img3.od-cdn.com/ImageType-100/2390-1/{E4AE1D86-0CA6-4D6C-88C2-BE5302F431C0}IMG100.JPG,Firefly Lane,Kristin Hannah,St. Martin's Publishing Group,9781429927840,"June 22, 2021 23:53",Returned,LION: Libraries Online,on due date
https://img1.od-cdn.com/ImageType-100/0044-1/{AB7F6EB4-2221-4A19-BB41-8F6968312806}Img100.jpg,"Machine, Platform, Crowd","Andrew McAfee, Erik Brynjolfsson",W. W. Norton & Company,9780393254303,"June 22, 2021 21:24",Borrowed,LION: Libraries Online, 14 days 
https://img1.od-cdn.com/ImageType-100/0017-1/{8B5E8E7C-3ABE-453A-84FD-ADCA819AB756}Img100.jpg,28 Summers,Elin Hilderbrand,"Little, Brown and Company",9780316420051,"June 22, 2021 21:15",Borrowed,LION: Libraries Online, 14 days 
https://img3.od-cdn.com/ImageType-100/0887-1/{F2BBB4A3-F47B-401F-80B1-05844FDA2273}Img100.jpg,28 Summers,Elin Hilderbrand,Hachette Audio,9781549117367,"June 14, 2021 20:10",Returned,LION: Libraries Online,on due date
https://img3.od-cdn.com/ImageType-100/2390-1/{E4AE1D86-0CA6-4D6C-88C2-BE5302F431C0}IMG100.JPG,Firefly Lane,Kristin Hannah,St. Martin's Publishing Group,9781429927840,"June 08, 2021 23:53",Borrowed,LION: Libraries Online, 14 days 
https://img3.od-cdn.com/ImageType-100/0044-1/{448DDCBE-BEA8-4952-9C5A-1CFFAC14C8C7}Img100.jpg,Nomadland,Jessica Bruder,W. W. Norton & Company,9780393249323,"June 08, 2021 23:53",Returned,LION: Libraries Online, 5 days  early
https://img3.od-cdn.com/ImageType-100/0887-1/{F2BBB4A3-F47B-401F-80B1-05844FDA2273}Img100.jpg,28 Summers,Elin Hilderbrand,Hachette Audio,9781549117367,"May 31, 2021 20:10",Borrowed,LION: Libraries Online, 14 days 
https://img3.od-cdn.com/ImageType-100/0044-1/{448DDCBE-BEA8-4952-9C5A-1CFFAC14C8C7}Img100.jpg,Nomadland,Jessica Bruder,W. W. Norton & Company,9780393249323,"May 31, 2021 14:31",Borrowed,LION: Libraries Online, 14 days 
